Sağlık Tesisi Adı,Ana Kategori,Alt Kategori,İlçe Adı,Mahalle Adı,ADRES,Latitude,Longitude
New Mode Orta Doğu Medikal,Sağlık,Medikal,BAYRAMPAŞA,ORTA,Manyas Sk. No:15 A ORTA/BAYRAMPAŞA,41.033647,28.916464
Müsekkin Terapi Fizyoterapi & Sağlıklı Yaşam Danışmanlık Merkezi,Sağlık,Doktor/Muayenehane,BAYRAMPAŞA,ALTINTEPSİ,Filiz Sk. No:186 ALTINTEPSİ/BAYRAMPAŞA,41.03535,28.898196
Enesim Optik,Sağlık,Gözlükçü/Optik,BAYRAMPAŞA,İSMET PAŞA,İsmet Paşa Cad. No:68 C İSMET PAŞA/BAYRAMPAŞA,41.042462,28.903909
Meliha Hasanoğlu,Sağlık,Diş Hekimi,GAZİOSMANPAŞA,BAĞLARBAŞI,Bağlarbaşı Cad. No:23 BAĞLARBAŞI/GAZİOSMANPAŞA,41.059736,28.913586
Vakıf Optik,Sağlık,Gözlükçü/Optik,BAYRAMPAŞA,YENİDOĞAN,Abdi İpekçi Cad. No:87 I YENİDOĞAN/BAYRAMPAŞA,41.03909,28.912228
Bayrampaşa 2 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,BAYRAMPAŞA,YENİDOĞAN,Çakmak Sk. No:83 A YENİDOĞAN/BAYRAMPAŞA,41.038445,28.911315
Diş Hekimi Fatma Ataç (Türkkan),Sağlık,Diş Hekimi,BAYRAMPAŞA,MURATPAŞA,Kamil Cad. No:10 MURATPAŞA/BAYRAMPAŞA,41.0459,28.905631
Diş Hekimi Alaattin Oral,Sağlık,Diş Hekimi,BAYRAMPAŞA,YENİDOĞAN,Sert Sk. No:18 B YENİDOĞAN/BAYRAMPAŞA,41.036318,28.913511
Medi World Tıp Merkezi,Sağlık,Tıp Merkezi Özel,BAYRAMPAŞA,YENİDOĞAN,Abdi İpekçi Cad. No:46 A YENİDOĞAN/BAYRAMPAŞA,41.037973,28.912395
Özel Aksa Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ZEYTİNBURNU,ÇIRPICI,Rüstem Balkan Sk. No:55 C ÇIRPICI/ZEYTİNBURNU,41.000247,28.89817
Diş Hekimi Rüştü Can,Sağlık,Diş Hekimi,ESENLER,MİMAR SİNAN,Davutpaşa Cad. No:31 MİMAR SİNAN/ESENLER,41.035683,28.884141
Gültekin Optik,Sağlık,Gözlükçü/Optik,ESENLER,FEVZİ ÇAKMAK,1105. Sk. No:62 B FEVZİ ÇAKMAK/ESENLER,41.039613,28.882718
Eyüp Sultan 16 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,EYÜPSULTAN,RAMİ YENİ,Reşadiye Cad. No:29 A RAMİ YENİ/EYÜPSULTAN,41.053201,28.915501
Özel Amethyst Çok Amaçlı Diş Protez Laboratuvarı,Sağlık,Diş Laboratuvarı,EYÜPSULTAN,RAMİ YENİ,Havuzbaşı Sk. No:74 A RAMİ YENİ/EYÜPSULTAN,41.054143,28.916114
Diş Hekimi Ali Gürlek,Sağlık,Diş Hekimi,BAĞCILAR,YAVUZ SELİM,1098. Sk. No:1 YAVUZ SELİM/BAĞCILAR,41.042723,28.847799
Güngören Ağız ve Diş Sağlığı Merkezi Esenler Diş Polikliniği,Sağlık,Ağız Diş Sağlığı Merkezi,ESENLER,NİNE HATUN,163. Sk. No:1 /7 NİNE HATUN/ESENLER,41.037506,28.87982
Dentagross Zeytinburnu,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ZEYTİNBURNU,MERKEZEFENDİ,Gümüşsuyu Davutpaşa Cad. No:76 A MERKEZEFENDİ/ZEYTİNBURNU,41.01255,28.909923
Diş Hekimi Kezban Çiftçi,Sağlık,Diş Hekimi,BAĞCILAR,ÇINAR,748. Sk. No:25 ÇINAR/BAĞCILAR,41.038003,28.870979
Medikal ve Ortopedi Ürünleri,Sağlık,Medikal,ZEYTİNBURNU,SÜMER,Adnan Kahveci Sk. No:28 A SÜMER/ZEYTİNBURNU,40.984027,28.8961
Diyetisyen Ahmet Kaya,Sağlık,Diyetisyen,BAKIRKÖY,CEVİZLİK,Fahri Korutürk Cad. No:16 CEVİZLİK/BAKIRKÖY,40.979433,28.874408
Bağcılar Fatih Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,BAĞCILAR,FATİH,Cami Cad. No:28 FATİH/BAĞCILAR,41.052007,28.843285
Özel Plaza Diş,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ZEYTİNBURNU,BEŞTELSİZ,Rauf Denktaş Cad. No:43 -45 BEŞTELSİZ/ZEYTİNBURNU,41.002194,28.904209
Zeytinburnu Veliefendi Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ZEYTİNBURNU,VELİEFENDİ,Hakşinaz Sk. No:20 -22 VELİEFENDİ/ZEYTİNBURNU,40.997399,28.897965
Diş Hekimi Hasan Göktaş,Sağlık,Diş Hekimi,ESENLER,FATİH,223. Sk. No:1 FATİH/ESENLER,41.039516,28.869755
Tan Gözlük Sanayi,Sağlık,Gözlükçü/Optik,BAĞCILAR,MAHMUTBEY,2422. Sk. No:61 MAHMUTBEY/BAĞCILAR,41.065387,28.827036
Özel 3B Dent Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,FATİH,CANKURTARAN,Amiral Taftil Sk. No:12 CANKURTARAN/FATİH,41.004649,28.980052
Diş Hekimi Rıfat Yıldız,Sağlık,Diş Hekimi,FATİH,CANKURTARAN,Mimar Mehmetağa Cad. No:29 CANKURTARAN/FATİH,41.004632,28.979801
Özel Avrasya Hastanesi,Sağlık,Özel Hastane,ZEYTİNBURNU,BEŞTELSİZ,101. Sk. No:107 BEŞTELSİZ/ZEYTİNBURNU,41.003261,28.907044
Özel Güney Hastanesi,Sağlık,Özel Hastane,ESENLER,MENDERES,Kazım Karabekir Cad. No:3 MENDERES/ESENLER,41.04381,28.879521
Gözde Medikal,Sağlık,Medikal,ESENLER,MENDERES,Piri Reis Cad. No:9 B MENDERES/ESENLER,41.039515,28.874279
Çırpıcı Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ZEYTİNBURNU,ÇIRPICI,2. Taşocağı Sk. No:20 A ÇIRPICI/ZEYTİNBURNU,40.999827,28.896164
Duha Optik,Sağlık,Gözlükçü/Optik,GÜNGÖREN,GÜVEN,İnönü Cad. No:32 A GÜVEN/GÜNGÖREN,41.01186,28.873287
Garanti Sağlık Merkezi,Sağlık,Tıp Merkezi Özel,BAKIRKÖY,CEVİZLİK,Hatboyu Çıkışı Sk. No:8 CEVİZLİK/BAKIRKÖY,40.980381,28.874543
Özel Zeytinburnu Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ZEYTİNBURNU,TELSİZ,85. Cad. No:30 A TELSİZ/ZEYTİNBURNU,40.998683,28.910776
Rota Veteriner Kliniği,Sağlık,Veteriner,EYÜPSULTAN,RAMİ YENİ,Reşadiye Cad. No:72 RAMİ YENİ/EYÜPSULTAN,41.051218,28.917949
Mora Optik,Sağlık,Gözlükçü/Optik,FATİH,ZEYREK,Kıztaşı Cad. No:30 A ZEYREK/FATİH,41.01672,28.951507
Diş Hekimi İlyas Oğur,Sağlık,Diş Hekimi,ZEYTİNBURNU,VELİEFENDİ,Semiha Şakir Cad. No:9 -11 VELİEFENDİ/ZEYTİNBURNU,40.995215,28.902289
Betül Şimşek Uzman Klinik Psikolog,Sağlık,Psikologlar,BAĞCILAR,ÇINAR,Esenler Cad. No:33 ÇINAR/BAĞCILAR,41.034766,28.866837
Esenler Hekimbaşı Yusuf Sinan Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ESENLER,FATİH,Aksaray Cad. No:9 A FATİH/ESENLER,41.039327,28.869864
Diş Hekimi Rüstem Beyazay,Sağlık,Diş Hekimi,GÜNGÖREN,GÜVEN,İlkyuva Cad. No:46 A GÜVEN/GÜNGÖREN,41.01368,28.87149
Diş Hekimi Serdar Güler,Sağlık,Diş Hekimi,ESENLER,NİNE HATUN,İnönü Cad. No:99 NİNE HATUN/ESENLER,41.038693,28.874901
Medikal Yedikule,Sağlık,Medikal,ZEYTİNBURNU,TELSİZ,Asım Kazancıgil Cad. No:5 A TELSİZ/ZEYTİNBURNU,41.000679,28.915187
Diş Hekimi Bekir Duman,Sağlık,Diş Hekimi,ESENLER,NİNE HATUN,İnönü Cad. No:77 /1 NİNE HATUN/ESENLER,41.039038,28.87638
Diş Hekimi Babek Zaman,Sağlık,Diş Hekimi,ESENLER,MENDERES,İnönü Cad. No:96 MENDERES/ESENLER,41.038633,28.873114
Zeytinburnu 2No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ZEYTİNBURNU,GÖKALP,58/4. Sk. No:6 B GÖKALP/ZEYTİNBURNU,40.991154,28.904175
Şahmar Optik,Sağlık,Gözlükçü/Optik,EYÜPSULTAN,RAMİ CUMA,Bosna Cad. No:22 A RAMİ CUMA/EYÜPSULTAN,41.049184,28.921344
Yılmaz Optik,Sağlık,Gözlükçü/Optik,ZEYTİNBURNU,GÖKALP,54/2. Sk. No:7 B GÖKALP/ZEYTİNBURNU,40.993785,28.904344
Esenler Ertuğrul Gazi Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ESENLER,KAZIM KARABEKİR,1052. Sk. No:1 A KAZIM KARABEKİR/ESENLER,41.043252,28.874086
Şener Optik,Sağlık,Gözlükçü/Optik,GÜNGÖREN,GÜVEN,İnönü Cad. No:22 A GÜVEN/GÜNGÖREN,41.011057,28.873916
Asır Psikoteknik Değerlendirme Merkezi,Sağlık,Psikoteknik Değerlendirme Merkezi,ZEYTİNBURNU,GÖKALP,37. Sk. No:41 GÖKALP/ZEYTİNBURNU,40.994582,28.908648
Diş Hekimi Görkem Özbilen,Sağlık,Diş Hekimi,ZEYTİNBURNU,ÇIRPICI,Prof. Dr. Turan Güneş Cad. No:153 A ÇIRPICI/ZEYTİNBURNU,41.000284,28.894457
Güngören Sancaktepe Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,GÜNGÖREN,MERKEZ,Geyik Sk. No:1 A MERKEZ/GÜNGÖREN,41.023068,28.876886
Özel Dişlife Ağız ve Diş Sağlığı Merkezi,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ZEYTİNBURNU,GÖKALP,Prof. Dr. Muammer Aksoy Cad. No:23 A GÖKALP/ZEYTİNBURNU,40.994362,28.910496
Esenler 12'No'lu Aile Sağlık Merkezi,Sağlık,Aile Sağlığı Merkezi,ESENLER,NİNE HATUN,Aziziye Cad. No:33 B NİNE HATUN/ESENLER,41.035536,28.87972
Hekimbaşı İsa Efendi Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ZEYTİNBURNU,TELSİZ,85/2. Sk. No:24 A TELSİZ/ZEYTİNBURNU,41.00078,28.913963
Ece Medikal,Sağlık,Medikal,ZEYTİNBURNU,TELSİZ,Balıklı Kazlıçeşme Yolu Sk. No:29 A TELSİZ/ZEYTİNBURNU,40.997426,28.915289
Zeytinburnu Erikli Diyaliz Merkezi,Sağlık,Diyaliz Merkezi Özel,ZEYTİNBURNU,TELSİZ,69/1. Sk. No:2 TELSİZ/ZEYTİNBURNU,40.994899,28.911904
Diş Hekimi Dr.Berkay Çelik,Sağlık,Diş Hekimi,ZEYTİNBURNU,TELSİZ,Belediye Cad. No:18 A TELSİZ/ZEYTİNBURNU,40.995237,28.910941
Esenler Özel Sağlık Kabini,Sağlık,Sağlık Kabini Özel,ESENLER,NİNE HATUN,Mercan Cad. No:29 A NİNE HATUN/ESENLER,41.036507,28.879225
Esenler 8 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ESENLER,FATİH,287. Sk. No:30 A FATİH/ESENLER,41.043621,28.862929
Zeytin Sağlık Ürünleri,Sağlık,Ecza Deposu,ZEYTİNBURNU,TELSİZ,Balıklı Kazlıçeşme Yolu Sk. No:5 B TELSİZ/ZEYTİNBURNU,40.99633,28.915158
Diş Hekimi Kumral Sarıkaya,Sağlık,Diş Hekimi,BAKIRKÖY,CEVİZLİK,Hatboyu Çıkışı Sk. No:20 CEVİZLİK/BAKIRKÖY,40.980646,28.875524
Diş Hekimi Beşir Tahiroğlu,Sağlık,Diş Hekimi,ZEYTİNBURNU,GÖKALP,260. Sk. No:2 GÖKALP/ZEYTİNBURNU,40.992906,28.903649
S.B.Ü.Bakırköy Prof. Dr. Mazhar Osman,Sağlık,Doktor/Muayenehane,GÜNGÖREN,GENÇOSMAN,Yeşim Sk. No:1 GENÇOSMAN/GÜNGÖREN,41.031663,28.87692
Ailem Dental Ağız ve Diş Sağlığı Polikliniği,Sağlık,Ağız Diş Sağlığı Merkezi,KAĞITHANE,NURTEPE,Arı Cad. No:1 A NURTEPE/KAĞITHANE,41.080141,28.964486
Deniz Optik,Sağlık,Gözlükçü/Optik,GÜNGÖREN,MERKEZ,Ufuk Cad. No:2 B MERKEZ/GÜNGÖREN,41.024962,28.872807
Diş Hekimi Mustafa Güven,Sağlık,Diş Hekimi,ESENLER,NİNE HATUN,118. Sk. No:1 A NİNE HATUN/ESENLER,41.033576,28.882836
Diş Hekimi Latif Karaoğlu,Sağlık,Diş Hekimi,ZEYTİNBURNU,SEYİTNİZAM,Seyitnizam Cad. No:37 -39 SEYİTNİZAM/ZEYTİNBURNU,41.004122,28.905472
Diş Hekimi,Sağlık,Diş Hekimi,ESENLER,MENDERES,327. Sk. No:1 A MENDERES/ESENLER,41.038994,28.8755
Diş Hekimi Zekiye Güler,Sağlık,Diş Hekimi,ESENLER,FATİH,289. Sk. No:1 FATİH/ESENLER,41.04033,28.861837
Mustafa İsmailoğlu,Sağlık,Diş Hekimi,ZEYTİNBURNU,VELİEFENDİ,Semiha Şakir Cad. No:1 /1 VELİEFENDİ/ZEYTİNBURNU,40.994946,28.902672
Medikal Tıbbi Cihazlar,Sağlık,Medikal,ESENLER,MENDERES,372. Sk. No:2 C MENDERES/ESENLER,41.043903,28.878885
Zeytinburnu 1 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ZEYTİNBURNU,NURİPAŞA,62/1. Sk. No:10 A NURİPAŞA/ZEYTİNBURNU,40.986113,28.900104
Diş Hekimi,Sağlık,Diş Hekimi,GÜNGÖREN,MERKEZ,Fevzi Çakmak Cad. No:8 MERKEZ/GÜNGÖREN,41.024794,28.872147
Akın Optik,Sağlık,Gözlükçü/Optik,GÜNGÖREN,MERKEZ,Bağlar Cad. No:5 B MERKEZ/GÜNGÖREN,41.025854,28.871919
Diş Hekimi Sonay Öztan Gökhan,Sağlık,Diş Hekimi,GÜNGÖREN,MERKEZ,Bağcı Sk. No:3 MERKEZ/GÜNGÖREN,41.024695,28.871859
Türkiye Eczacılar Deposu,Sağlık,Ecza Deposu,ZEYTİNBURNU,VELİEFENDİ,75. Sk. No:21 A VELİEFENDİ/ZEYTİNBURNU,40.994974,28.898149
Diş Hekimi Mümin Hacı Süleyman,Sağlık,Diş Hekimi,GÜNGÖREN,MERKEZ,Fevzi Çakmak Cad. No:2 MERKEZ/GÜNGÖREN,41.025205,28.872499
Fatih Merkez Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,FATİH,ATİKALİ,Hasan Fehmipaşa Cad. No:5 A ATİKALİ/FATİH,41.025001,28.94229
Esenler Özel Huzur Ağız ve Diş Sağlığı Merkezi,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ESENLER,MENDERES,Atışalanı Cad. No:41 A MENDERES/ESENLER,41.042215,28.880578
Estino Ecza Deposu,Sağlık,Ecza Deposu,ZEYTİNBURNU,TELSİZ,Gül Sk. No:2 TELSİZ/ZEYTİNBURNU,41.004392,28.910866
Kızılay Zeytinburnu Şubesi,Sağlık,Kızılay/Kan Merkezi,ZEYTİNBURNU,YEŞİLTEPE,56. Sk. No:1 YEŞİLTEPE/ZEYTİNBURNU,40.990283,28.903442
İnci Sağlık Kabini,Sağlık,Sağlık Kabini Özel,ZEYTİNBURNU,NURİPAŞA,13. Sk. No:1 -3B NURİPAŞA/ZEYTİNBURNU,40.985494,28.901771
Esenler Nene Hatun Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ESENLER,NİNE HATUN,169. Sk. No:26 A NİNE HATUN/ESENLER,41.037774,28.877336
Özel Merkez Laboratuvar,Sağlık,Laboratuvar Özel,ESENLER,NİNE HATUN,106. Sk. No:2 NİNE HATUN/ESENLER,41.036761,28.882864
Diş Hekimi Fatma Pektuncer,Sağlık,Diş Hekimi,ESENLER,NİNE HATUN,138. Sk. No:1 NİNE HATUN/ESENLER,41.032675,28.876453
Özel Mediksn Sağlık Kabini,Sağlık,Sağlık Kabini Özel,ESENLER,KAZIM KARABEKİR,Aşık Veysel Cad. No:67 B KAZIM KARABEKİR/ESENLER,41.044666,28.869234
Dyt. Özge Demirbaş,Sağlık,Diyetisyen,ZEYTİNBURNU,GÖKALP,58. Bulvar Cad. No:1 GÖKALP/ZEYTİNBURNU,40.994247,28.904103
Gözde Optik,Sağlık,Gözlükçü/Optik,GÜNGÖREN,GÜVEN,İnönü Cad. No:24 B GÜVEN/GÜNGÖREN,41.011327,28.873707
Viki Veteriner Kliniği,Sağlık,Veteriner,ZEYTİNBURNU,GÖKALP,37. Sk. No:35 -37A GÖKALP/ZEYTİNBURNU,40.994431,28.908796
Özel Bayraktar Diyaliz Merkezi,Sağlık,Diyaliz Merkezi Özel,GÜNGÖREN,MERKEZ,Bayraktar Sk. No:1 MERKEZ/GÜNGÖREN,41.023817,28.872026
Diş Hekimi Osman Genç,Sağlık,Diş Hekimi,ZEYTİNBURNU,GÖKALP,37. Sk. No:41 GÖKALP/ZEYTİNBURNU,40.994543,28.908729
Yeni Uğur Optik,Sağlık,Gözlükçü/Optik,ZEYTİNBURNU,TELSİZ,Balıklı Kazlıçeşme Yolu Sk. No:11 B TELSİZ/ZEYTİNBURNU,40.996696,28.915185
İbrahim Tan,Sağlık,Diş Hekimi,KAĞITHANE,NURTEPE,Osmanpaşa Cad. No:65 B NURTEPE/KAĞITHANE,41.080752,28.963698
Sirkeci Aile Sağlığı Merkezi,Sağlık,Belediye Sağlık Merkezi,FATİH,HOCAPAŞA,Ebussuud Cad. No:3 HOCAPAŞA/FATİH,41.012241,28.977517
Lider Optik,Sağlık,Gözlükçü/Optik,BAKIRKÖY,ZEYTİNLİK,Fahri Korutürk Cad. No:31 ZEYTİNLİK/BAKIRKÖY,40.979485,28.87397
Burç Optik,Sağlık,Gözlükçü/Optik,BAKIRKÖY,ZEYTİNLİK,Fahri Korutürk Cad. No:31 ZEYTİNLİK/BAKIRKÖY,40.979578,28.873927
Öz Koçak Optik,Sağlık,Gözlükçü/Optik,ZEYTİNBURNU,BEŞTELSİZ,101. Sk. No:109 A BEŞTELSİZ/ZEYTİNBURNU,41.003482,28.906876
Uygur Zade Doğal Yaşam Merkezi,Sağlık,Sağlık Diğer,ZEYTİNBURNU,NURİPAŞA,9. Sk. No:64 A NURİPAŞA/ZEYTİNBURNU,40.985511,28.89819
Özel Bağcılar Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BAĞCILAR,MERKEZ,675. Sk. No:1 -7B MERKEZ/BAĞCILAR,41.034098,28.858422
Diş Hekimi Yusuf Gündoğdu,Sağlık,Diş Hekimi,EYÜPSULTAN,RAMİ YENİ,Reşadiye Cad. No:46 RAMİ YENİ/EYÜPSULTAN,41.050158,28.919141
Gören Optik,Sağlık,Gözlükçü/Optik,GÜNGÖREN,MERKEZ,Bayraktar Sk. No:4 A MERKEZ/GÜNGÖREN,41.023962,28.872016
Diş Hekimi Selim Özakar,Sağlık,Diş Hekimi,ZEYTİNBURNU,SÜMER,18. Sk. No:24 SÜMER/ZEYTİNBURNU,40.984579,28.895366
Dünya Dental,Sağlık,Diş Laboratuvarı,FATİH,MOLLA GÜRANİ,Çağanak Sk. No:5 MOLLA GÜRANİ/FATİH,41.013019,28.940068
Tolga Dental,Sağlık,Diş Laboratuvarı,FATİH,MOLLA GÜRANİ,Çağanak Sk. No:5 MOLLA GÜRANİ/FATİH,41.013084,28.940106
Özel Şifa Sağlık Kabini,Sağlık,Sağlık Kabini Özel,KAĞITHANE,NURTEPE,Kısmet Sk. No:6 NURTEPE/KAĞITHANE,41.077928,28.961735
Remlab,Sağlık,Laboratuvar Özel,FATİH,MOLLA GÜRANİ,Turgut Özal Millet Cad. No:84 MOLLA GÜRANİ/FATİH,41.012249,28.940327
Endostall,Sağlık,Medikal,FATİH,MOLLA GÜRANİ,Turgut Özal Millet Cad. No:84 MOLLA GÜRANİ/FATİH,41.012366,28.940148
Karayolları Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,GAZİOSMANPAŞA,KARAYOLLARI,Fatih Cad. No:2 KARAYOLLARI/GAZİOSMANPAŞA,41.088162,28.895855
Hidayet Sarı Fizik Tedavi,Sağlık,Fizik Tedavi ve Rehabilitasyon Merkezi Özel,FATİH,MOLLA GÜRANİ,Turgut Özal Millet Cad. No:74 MOLLA GÜRANİ/FATİH,41.011768,28.941505
Ssca Medikal,Sağlık,Medikal,FATİH,MOLLA GÜRANİ,Turgut Özal Millet Cad. No:84 MOLLA GÜRANİ/FATİH,41.012229,28.940396
Saray Optik,Sağlık,Gözlükçü/Optik,FATİH,KEMALPAŞA,Atatürk Bulvarı No:26 A KEMALPAŞA/FATİH,41.010863,28.953642
Özel Yeşiltepe Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ZEYTİNBURNU,YEŞİLTEPE,74. Sk. No:7 -9A YEŞİLTEPE/ZEYTİNBURNU,40.994665,28.902629
Esenler Koç Diyaliz Merkezi,Sağlık,Diyaliz Merkezi Özel,ESENLER,TUNA,Mahmutbey Cad. No:16 TUNA/ESENLER,41.053601,28.858131
Tillo Optik,Sağlık,Gözlükçü/Optik,FATİH,İSKENDERPAŞA,Macar Kardeşler Cad. No:11 İSKENDERPAŞA/FATİH,41.015666,28.952308
Fatih Topçu Diş Deposu,Sağlık,Medikal,FATİH,MOLLA GÜRANİ,Uygar Sk. No:2 A MOLLA GÜRANİ/FATİH,41.013788,28.940018
Çıkıkçı Salih,Sağlık,Sağlık Diğer,ZEYTİNBURNU,TELSİZ,Fesleğen Sk. No:40 TELSİZ/ZEYTİNBURNU,41.00236,28.910995
Esenler 28Nlou Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ESENLER,NİNE HATUN,160. Sk. No:68 A NİNE HATUN/ESENLER,41.03658,28.875974
Op.Dr. Umut Suadiye Estetik & Plastik Cerrahi,Sağlık,Doktor/Muayenehane,BAKIRKÖY,ZEYTİNLİK,Fişekhane Cad. No:10 ZEYTİNLİK/BAKIRKÖY,40.978596,28.873796
Öztürk Optik,Sağlık,Gözlükçü/Optik,BAKIRKÖY,ZEYTİNLİK,Fahri Korutürk Cad. No:13 -17A ZEYTİNLİK/BAKIRKÖY,40.978828,28.874209
Diş Hekimi Nizamettin Yıldız,Sağlık,Diş Hekimi,ESENLER,MENDERES,İnönü Cad. No:94 MENDERES/ESENLER,41.038652,28.873264
Diş Hekimi Gönül Yıldız,Sağlık,Diş Hekimi,GÜNGÖREN,GÜVEN,İnönü Cad. No:35 GÜVEN/GÜNGÖREN,41.012834,28.872154
Rois Time,Sağlık,Gözlükçü/Optik,FATİH,TAHTAKALE,Tahtakale Cad. No:22 TAHTAKALE/FATİH,41.0163,28.96923
Dent Akdeniz Şifa Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,FATİH,AKŞEMSETTİN,Akdeniz Cad. No:38 AKŞEMSETTİN/FATİH,41.018848,28.945767
Diş Hekimi Halil Gürsel Ayşit,Sağlık,Diş Hekimi,FATİH,AKŞEMSETTİN,Şair Fuzuli Sk. No:17 AKŞEMSETTİN/FATİH,41.014996,28.944367
Özel Delfin İşitme Cihazları ve Uygulama Merkezi,Sağlık,İşitme Cihazı Satış ve Uygulama Merkezi,FATİH,MOLLA GÜRANİ,Fındıkzade Sk. No:16 MOLLA GÜRANİ/FATİH,41.013317,28.940888
Özel Dayıoğlu Diş Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,KADIKÖY,CAFERAĞA,Mühürdar Cad. No:20 CAFERAĞA/KADIKÖY,40.990347,29.024403
Diş Hekimi Hakan Ertan,Sağlık,Diş Hekimi,FATİH,SÜMBÜL EFENDİ,Ağaçkakan Sk. No:4 SÜMBÜL EFENDİ/FATİH,41.003501,28.9262
Park Optik,Sağlık,Gözlükçü/Optik,KADIKÖY,CAFERAĞA,Muvakkıthane Cad. No:10 CAFERAĞA/KADIKÖY,40.990224,29.023877
Diamond Gözlük,Sağlık,Gözlükçü/Optik,FATİH,TAHTAKALE,Tomruk Sk. No:3 TAHTAKALE/FATİH,41.016621,28.968301
Dr. Rahmi Yaşar Yaşat,Sağlık,Doktor/Muayenehane,FATİH,MOLLA GÜRANİ,Şehit Cengiz Kurtuluş Çıkmazı No:3 MOLLA GÜRANİ/FATİH,41.012302,28.941751
Barış Dental,Sağlık,Ecza Deposu,FATİH,MOLLA GÜRANİ,Karakoyunlu Sk. No:8 MOLLA GÜRANİ/FATİH,41.013771,28.939231
Güç İthalat Gözlük,Sağlık,Gözlükçü/Optik,FATİH,TAHTAKALE,Tomruk Sk. No:3 TAHTAKALE/FATİH,41.016786,28.968186
Diş Hekimi Mehmet Tülek,Sağlık,Diş Hekimi,FATİH,AKŞEMSETTİN,Hakperest Sk. No:2 AKŞEMSETTİN/FATİH,41.015776,28.944095
World Smile,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,FATİH,AKŞEMSETTİN,Akdeniz Cad. No:36 /1 AKŞEMSETTİN/FATİH,41.018884,28.945843
Kouche Dent,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,FATİH,MOLLA GÜRANİ,Uygar Sk. No:16 MOLLA GÜRANİ/FATİH,41.013501,28.940501
Kaynak Medikal,Sağlık,Medikal,FATİH,TAHTAKALE,Tomruk Sk. No:11 TAHTAKALE/FATİH,41.01613,28.968749
Global Dental,Sağlık,Ecza Deposu,FATİH,MOLLA GÜRANİ,Lütufpaşa Sk. No:24 B MOLLA GÜRANİ/FATİH,41.014675,28.939411
Diş Hekimi Dr. Omar Akeed,Sağlık,Diş Hekimi,FATİH,AKŞEMSETTİN,Akdeniz Cad. No:51 AKŞEMSETTİN/FATİH,41.018339,28.945324
Sonus Dil Konuşma ve Gelişim Merkezi,Sağlık,Sağlık Diğer,FATİH,CERRAHPAŞA,Bozacı Odaları Sk. No:9 CERRAHPAŞA/FATİH,41.006643,28.939492
Diş Hekimi Murat Özturan,Sağlık,Diş Hekimi,FATİH,SEYYİD ÖMER,Emrullah Efendi Sk. No:79 SEYYİD ÖMER/FATİH,41.009035,28.937187
Dt.Murat Sözmen,Sağlık,Diş Hekimi,ZEYTİNBURNU,GÖKALP,58. Bulvar Cad. No:2 GÖKALP/ZEYTİNBURNU,40.994366,28.903884
Süvari Optik,Sağlık,Gözlükçü/Optik,BAŞAKŞEHİR,ZİYA GÖKALP,Giyim Sanatkarlar 1A Blok Sk. No:1 ZİYA GÖKALP/BAŞAKŞEHİR,41.070817,28.80977
Vasos Gözlük,Sağlık,Gözlükçü/Optik,FATİH,TAHTAKALE,Tomruk Sk. No:3 TAHTAKALE/FATİH,41.016624,28.968139
